gene	ensembl	gene_description	sample_1	sample_10	sample_11	sample_12	sample_13	sample_14	sample_15	sample_16	sample_17	sample_18	sample_19	sample_2	sample_20	sample_21	sample_22	sample_23	sample_24	sample_25	sample_26	sample_27	sample_28	sample_29	sample_3	sample_30	sample_31	sample_32	sample_33	sample_34	sample_35	sample_36	sample_37	sample_38	sample_39	sample_4	sample_40	sample_41	sample_42	sample_43	sample_44	sample_45	sample_46	sample_47	sample_48	sample_49	sample_5	sample_50	sample_53	sample_54	sample_55	sample_56	sample_57	sample_58	sample_59	sample_6	sample_7	sample_8	sample_9
TAS2R31	ENSG00000256436	Taste 2 receptor member 31		0.5760000000000001	0.257	0.7290000000000001	0.07400000000000001	0.08800000000000001	0.23399999999999999		0.062	0.245		0.086	0.0	0.0	0.142	0.0	0.184	0.106	0.14300000000000002	0.07	0.055999999999999994	0.016	0.078	0.0	0.0		0.032	0.368		0.198	0.0	0.124	0.039	0.115	0.015	0.0	0.064	0.19699999999999998	0.027999999999999997	0.1	0.14400000000000002	0.055	0.057999999999999996	0.077			0.048	0.033	0.036000000000000004	0.0	0.021		0.025	0.065	0.145		0.261
PRSS54	ENSG00000103023	Serine protease 54	0.012	0.879	0.23	0.155	0.069		0.054000000000000006	0.054000000000000006	0.125	0.233	0.048	0.02	0.139	0.021	0.275	0.048	0.17	0.237	0.127	0.084	0.162	0.0	0.013000000000000001	0.0	0.0	0.094	0.21899999999999997	0.27899999999999997	0.054000000000000006	0.152		0.008	0.019	0.149	0.02	0.031	0.174	0.09	0.061	0.11699999999999999	0.10800000000000001	0.062	0.004		0.07200000000000001	0.057	0.023	0.052000000000000005	0.091	0.01	0.071	0.115	0.011000000000000001	0.083	0.017	0.008	0.023
FAM72B	ENSG00000188610	Family with sequence similarity 72 member B	0.268	0.633	0.32299999999999995	1.7380000000000002	0.7090000000000001	0.221	0.56		0.958	0.746	0.547	0.096	0.188	0.846	0.597	0.799	0.14	0.7440000000000001	0.45	0.409			0.508	0.27899999999999997	0.081	1.043	0.613	0.767	0.048		0.19699999999999998	0.18600000000000003	0.294	0.107	0.37799999999999995	0.27699999999999997	0.22699999999999998	0.418	0.215	0.395	0.46399999999999997	0.826	1.104		0.06	0.406	0.051	0.10400000000000001	0.063	0.239		0.047	0.042	0.022000000000000002	0.182	0.136	0.113
BMPER	ENSG00000164619	BMP binding endothelial regulator	0.059000000000000004	0.34299999999999997	0.228	0.055999999999999994	0.114	0.11699999999999999	0.289	0.168	0.13699999999999998	0.997		1.7890000000000001	1.706	0.159	0.736	0.239	2.331	0.138	0.017	0.147	0.038	0.048	0.196	0.207	0.121	0.052000000000000005	0.895		0.156	0.22399999999999998	0.05	3.824	0.034	1.0659999999999998	0.488	0.11599999999999999	0.711	1.429		0.26899999999999996	0.261	0.084	0.027999999999999997	0.155	1.3769999999999998	0.14300000000000002	0.883	0.41600000000000004	2.1109999999999998		3.0980000000000003		3.063	0.085	0.039	2.572	0.114
ADAMTSL5	ENSG00000185761	ADAMTS like 5	0.03	0.067	0.14300000000000002	0.213		0.6890000000000001	0.19699999999999998	0.09300000000000001	0.415	0.784	0.353	0.21899999999999997	0.491	0.031	0.29100000000000004	1.284		0.525	0.381	0.012	0.171	0.17600000000000002		0.348	0.3	0.51	2.6180000000000003	0.45299999999999996			0.391	1.454	0.032	0.92	1.1059999999999999	0.336	3.785	2.315	0.086	0.529	0.993	0.198	0.031		0.191		0.102	0.287	0.15	0.201	0.215	0.174	0.11900000000000001		0.017		0.057999999999999996
TMC8	ENSG00000167895	Transmembrane channel like 8	0.818	0.469	0.74		2.056	0.95	2.017	0.606	1.05	0.8909999999999999	2.772	2.252	7.495	0.552	3.79	4.8839999999999995	1.636		1.786	1.31	1.17		1.8119999999999998	1.7269999999999999	2.0709999999999997	1.5430000000000001	1.199	2.149	17.873	1.304	0.5820000000000001	2.5269999999999997	1.298	3.4139999999999997	10.129	0.8270000000000001	2.226	6.352	3.1039999999999996	3.327	5.487	7.109		23.471999999999998	2.526		0.84	1.183	2.635		3.841	2.345	1.294	1.5530000000000002	0.295	2.8160000000000003	0.708
CCR4	ENSG00000183813	C-C motif chemokine receptor 4	0.059000000000000004	0.13699999999999998	0.048	0.065	0.021	0.10099999999999999	0.042	0.055999999999999994	0.13699999999999998	0.083	0.19899999999999998	0.34299999999999997	0.08800000000000001	0.052000000000000005	0.39299999999999996		0.126	0.27899999999999997	0.044000000000000004	0.039	0.06	0.02	0.105	0.040999999999999995	0.09	0.07200000000000001		0.7		0.10300000000000001	0.02	0.078	0.14400000000000002		0.248	0.051	0.0	0.444	0.179	0.466	0.171	0.598	0.243	0.0	0.152		0.05	0.008	0.05	0.17	0.12300000000000001	0.046	0.07200000000000001	0.102	0.065		0.126
HTR1D	ENSG00000179546	5-hydroxytryptamine receptor 1D	5.565	1.2229999999999999	12.245999999999999	9.663	7.875	6.495	3.536	3.565	17.448	2.467	7.586	1.235	11.777000000000001	3.5839999999999996			4.726	4.606	1.867	34.042	15.887	5.432	3.923	2.842	0.654	8.312999999999999	2.088	12.284		9.472000000000001	23.044	0.081	0.005	3.3339999999999996	0.11599999999999999	5.393	0.012	1.328	0.07200000000000001	8.975	9.892000000000001	23.094		0.6970000000000001	4.695		0.0	0.0	0.027999999999999997	0.0	0.052000000000000005	0.0	0.012	4.789	4.136		2.5069999999999997
JAM2	ENSG00000154721	Junctional adhesion molecule 2	0.643	1.393		0.575	0.48200000000000004	0.36	1.227	1.4369999999999998	1.264	1.6569999999999998		2.421	3.531	0.6890000000000001	4.294	2.589	3.1519999999999997	1.541		0.392	1.107	0.467	0.489	1.305	0.7070000000000001	0.6920000000000001		1.494		0.9490000000000001	0.6459999999999999	2.992	0.607	2.461	3.562	1.112	14.865	4.76	1.2670000000000001		1.022	1.882	0.596	0.8059999999999999	6.702000000000001	1.797	0.647	0.3	0.562	0.816	0.9329999999999999	0.682	0.7290000000000001	2.086	1.03	1.4369999999999998	
C8G	ENSG00000176919	Complement C8 gamma chain	7.1	0.256	5.6160000000000005	1.2429999999999999	3.375	40.152	2.259	2.667	2.181	1.2109999999999999	5.162999999999999	15.800999999999998	36.726		9.967	10.815	23.395	4.056	6.861000000000001	4.487	3.2239999999999998	11.043	41.266000000000005	5.6370000000000005	83.78399999999999	17.316	49.25899999999999	40.436		3.055	12.052999999999999	91.2		29.305	14.094000000000001	18.367	1.208	0.807	65.834	16.559	18.777	6.085	41.226000000000006	18.371	15.572000000000001		75.15899999999999	188.688	129.974	122.23100000000001	99.538	115.031	71.145	5.148	16.375		14.833
TRIM9	ENSG00000100505	Tripartite motif containing 9	0.024	0.248	0.028999999999999998	0.302	0.061	0.026000000000000002	0.024	0.11900000000000001	0.09699999999999999		0.038	0.05	0.085	0.03	0.045	0.019	0.055	0.08199999999999999	0.017	0.022000000000000002	0.049	0.027000000000000003	0.032		0.04	0.063	0.126	0.08199999999999999			0.09699999999999999	0.064	0.065	0.064	0.10400000000000001	0.038	0.466	0.121	0.011000000000000001	0.065	0.069	0.047	0.023	0.013000000000000001			0.10800000000000001	0.017	0.113	0.14		0.027999999999999997	0.055	0.034	0.011000000000000001		
MAT1A	ENSG00000151224	Methionine adenosyltransferase 1A	49.351000000000006	0.562	30.711	6.795		169.736	45.681999999999995	75.495	5.455	10.683	21.53	155.328	93.618	49.033	35.031	38.139		39.162	37.249	29.175	21.552	70.392	146.214	40.878	78.212	25.941999999999997	63.757			1.555	48.5	98.323	103.366	63.427	47.922	50.964	0.01	0.7809999999999999	207.56599999999997	25.785999999999998	23.881	37.315	47.76	27.793000000000003	60.755		452.32300000000004	352.074	308.241	223.00599999999997	368.952	549.168	331.423	71.45100000000001			79.512
CCNE1	ENSG00000105173	Cyclin E1	0.9670000000000001	1.974	2.862	4.438	4.4510000000000005	0.314		1.14	2.832	2.5180000000000002	1.102	0.345	0.541	4.442	1.474	2.338	0.6609999999999999	2.673	5.444	0.94	2.36	1.2790000000000001		0.8490000000000001		4.126	1.492	1.1840000000000002	0.7190000000000001	3.042	0.39399999999999996	0.8759999999999999	0.809	0.32	0.95	1.797	2.873	0.955	0.36	1.244	1.446		5.966	0.792	0.971	0.7879999999999999		0.266	0.31	0.193	0.142	0.271	0.079	0.718	0.259	0.44799999999999995	1.104
CR2	ENSG00000117322	Complement C3d receptor 2	0.005	0.0	0.009000000000000001	0.11699999999999999	0.077	0.011000000000000001	0.021	0.040999999999999995	0.035	0.16899999999999998	0.046	0.054000000000000006	0.136	0.001	0.091		0.021	0.11599999999999999	0.01	0.035	0.019	0.008	0.0	0.051	0.015	0.023		0.019		0.017	0.008	0.011000000000000001	0.075	0.019	0.134	0.009000000000000001	0.0	0.354	0.008	0.013999999999999999		0.10800000000000001	0.133	0.133	0.081		0.0	0.01	0.006	0.004	0.06	0.006999999999999999	0.040999999999999995	0.046			0.0
ABCG2	ENSG00000118777	ATP binding cassette subfamily G member 2 (Junior blood group)	0.91	0.39299999999999996	1.195	2.077	1.026	1.268	1.4340000000000002	1.875	3.7539999999999996	2.407	3.7230000000000003		2.165		4.449	0.84		5.0760000000000005		0.5	3.073	1.401	1.564	0.6	0.765	2.4130000000000003	1.2819999999999998	2.424		2.066	1.055	2.888	2.5469999999999997		3.1310000000000002	2.311	2.602	4.151	1.99	0.7809999999999999	1.101	3.977	1.253		4.687		11.807	9.448	3.553	9.852	4.099	5.979	11.529000000000002	1.489	3.1039999999999996		1.617
LSP1	ENSG00000130592	Lymphocyte-specific protein 1	1.357	4.62	2.862	10.965	4.401	0.752	4.061	2.278	6.055	3.344	10.895	7.49	18.539	3.512	13.425999999999998	13.54	9.477	11.690999999999999	1.2109999999999999	0.872	3.105	0.988	2.713	3.023	0.7759999999999999	5.313	4.395	6.292000000000001	50.37	6.56	0.474	12.177		10.269	18.864	2.947	63.532	45.643	17.396	19.737000000000002	42.128	16.632	8.479	18.102999999999998	7.391	49.63	5.45	2.645	5.6160000000000005	4.941	20.826999999999998	4.805	3.688	5.904	1.367	3.478	2.006
NMBR	ENSG00000135577	Neuromedin B receptor	0.017	0.0	0.063	0.019	0.057999999999999996	0.033	0.0	0.0	0.0	0.02	0.016	0.016	0.025	0.025	0.0	0.008	0.011000000000000001	0.008	0.055999999999999994	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.024		0.034	0.0	0.013999999999999999	0.0	0.036000000000000004	0.07	0.0	0.08199999999999999	0.047	0.005	0.07200000000000001		0.015		0.0	0.027999999999999997		0.006999999999999999	0.002	0.005	0.008		0.008	0.002		0.025		0.0
HIST1H2AJ	ENSG00000276368	Histone cluster 1 H2A family member j	0.08800000000000001	0.0	0.39799999999999996	0.159	0.342	0.0	0.435	0.0	0.13	0.166	0.033		0.0	0.23199999999999998	0.0	0.513	0.107	0.106	0.064	0.012	0.0	0.069	0.071	0.531	0.18	0.20199999999999999	0.122	0.0	0.185	0.24	0.0		0.0	0.418	0.0	0.075	0.071	0.0	0.127	0.134	0.331	0.127	0.249	0.10300000000000001	0.0	0.063	0.0	0.0	0.015	0.035	0.0	0.0	0.0	0.46	0.0	0.0	0.0
C1GALT1C1L	ENSG00000223658	C1GALT1-specific chaperone 1 like	0.049	1.9480000000000002	0.5710000000000001	0.107	0.45399999999999996	0.273	0.132	0.221	0.33299999999999996		0.358	0.244	0.155	1.489		0.326	0.475	0.9570000000000001	0.159	0.33299999999999996	0.0	0.19899999999999998	0.182	0.038	0.064	0.5429999999999999	0.611	0.132		1.35	0.226	0.068	0.32299999999999995	0.069	0.32899999999999996	0.102	0.14	1.179	0.04	0.311	0.564	0.09300000000000001		0.054000000000000006	0.61		0.035	0.012	0.0	0.07	0.005	0.047	0.0	0.64	0.16899999999999998		0.0
SRGAP1	ENSG00000196935	SLIT-ROBO Rho GTPase activating protein 1	0.079	0.695				0.315	0.389	0.287	0.495	1.319	0.784		0.9229999999999999	0.174	0.5379999999999999	0.348	0.816	0.778		0.762	0.10800000000000001	0.127	0.121		0.23800000000000002	0.312	0.6609999999999999	0.71		1.083		0.425	0.11599999999999999	0.526	0.708	0.499	0.652	0.887	0.263	0.475	0.7070000000000001	0.306	0.171	1.14	0.308		0.293	0.095	0.317		0.353	0.309		0.201	0.086		0.086
NMNAT2	ENSG00000157064	Nicotinamide nucleotide adenylyltransferase 2	0.013999999999999999	0.185	0.021	0.545	0.027000000000000003	0.019	0.025	0.317	0.08800000000000001	0.7090000000000001	0.217	0.09	0.235	0.034	0.321	0.08199999999999999	0.11699999999999999	0.11599999999999999	0.18600000000000003	0.032	0.084	0.015	0.006	0.019	0.03	0.051	0.4	0.087		0.205	0.0	0.032	0.036000000000000004	0.053		0.099	0.18100000000000002	0.07	0.037000000000000005	0.379		0.17	0.023	0.11	0.068		0.013000000000000001	0.0	0.039	0.015	0.043	0.006	0.045	0.059000000000000004	0.027000000000000003		0.017
CCDC88B	ENSG00000168071	Coiled-coil domain containing 88B	0.465	0.632	0.541	1.605	2.47	0.574	1.081	1.235	1.022	0.813	1.8619999999999999	1.376	3.591	0.898	2.434	3.577	1.094			0.574	0.986	0.5579999999999999	0.8220000000000001	1.318	2.637	1.5519999999999998	1.035	0.757		0.855	0.322	1.27	1.103	1.639	6.007999999999999		4.698	2.696		1.9409999999999998	4.578	2.861	2.435	16.215	1.4669999999999999		0.616	0.805	1.443	0.799	3.266	0.851	0.735	1.0759999999999998			0.344
LRRC73	ENSG00000204052	Leucine rich repeat containing 73	0.142	1.979		0.327	0.469	0.061	0.09		0.172	0.29	0.20600000000000002	0.081	0.24	0.055	0.23	0.27699999999999997	0.171	0.341	1.308	0.191	0.174	0.145	0.127	0.0		0.1	0.402	0.387		0.122	0.289	0.094	0.009000000000000001	0.693	0.087	0.41100000000000003	1.5630000000000002	0.0	0.344	0.578	0.602	0.13		0.28	0.27399999999999997		0.098	0.066	0.095	0.11699999999999999	0.09	0.07400000000000001	0.17600000000000002	0.066	0.136		0.025
TGFA	ENSG00000163235	Transforming growth factor alpha	0.059000000000000004	1.8230000000000002		7.272	0.8490000000000001	0.755	0.958	1.0170000000000001		8.997	3.01	1.123	2.641	0.04	1.7180000000000002	0.618	4.354	5.167999999999999	0.672	1.238	0.64		0.128	0.8059999999999999	1.442	5.348	5.281000000000001	1.4609999999999999		11.14	1.12	0.6459999999999999	1.1420000000000001	0.6	2.199	0.42	0.083	1.032	0.428		1.817	0.5870000000000001	2.096	0.777	0.361		0.857		0.693	0.74	0.718		0.75		0.063		0.10099999999999999
PPP1R3B	ENSG00000173281	Protein phosphatase 1 regulatory subunit 3B	6.53	2.15	1.2109999999999999	4.756	1.984	1.865			3.016	3.037		41.52	11.067	0.706	11.693		7.808	1.9769999999999999	0.7659999999999999	1.476	3.318	1.6130000000000002	63.754		3.4530000000000003	0.72	6.757000000000001	10.775		3.658	3.467	55.768	18.542	22.76	36.042	2.787		5.99		2.3169999999999997	1.96		3.009	8.566	10.202		12.089	33.84	26.566	29.953000000000003	11.300999999999998	14.929	22.557	8.124	2.772		8.84
LINC02210-CRHR1	ENSG00000263715	LINC02210-CRHR1 readthrough	0.068	0.44299999999999995	0.311		0.08199999999999999	0.156		0.13	0.17800000000000002	0.267	0.146	0.195	0.183	0.079		0.11199999999999999	0.172		0.306	0.27399999999999997	0.217	0.04	0.096		0.039		0.133			0.159	0.061	0.055	0.17	0.121	0.040999999999999995	0.05	1.521	0.20600000000000002	0.040999999999999995	0.188	0.12	0.127	0.08199999999999999	0.015			0.006999999999999999	0.019	0.038	0.026000000000000002	0.025	0.011000000000000001		0.26899999999999996	0.099		0.134
UMODL1	ENSG00000177398	Uromodulin like 1	0.0	0.0	0.0	0.04	0.016	0.094	0.003	0.001	0.005	0.006	0.021	0.003	0.0	0.013999999999999999	0.026000000000000002	0.062	0.001	0.02	0.012	0.0	0.009000000000000001	0.016	0.003		0.003		0.02	0.033		0.006999999999999999	0.0	0.001	0.04	0.038		0.017	0.006999999999999999	0.006	0.022000000000000002	0.040999999999999995	0.054000000000000006	0.094	0.024	0.109	0.0		0.0	0.027999999999999997	0.036000000000000004		0.006	0.011000000000000001	0.0	0.006			0.059000000000000004
XYLT1	ENSG00000103489	Xylosyltransferase 1	0.023	1.682	0.223	1.125	0.545	0.14400000000000002	0.71	0.632	0.312	1.8730000000000002	0.735	0.374	0.988	0.096	1.016	0.21600000000000003	1.291	0.601	0.759	0.652	0.154	0.11	0.08800000000000001	0.264	0.2	0.7090000000000001		0.664		2.7910000000000004	0.013000000000000001	0.146	0.083	0.284	0.722		1.39		0.10800000000000001	0.325	0.45399999999999996		0.10099999999999999	0.36200000000000004	0.195		0.09300000000000001	0.024	0.063	0.124	0.158	0.055	0.098		0.048		0.059000000000000004
RHCG	ENSG00000140519	Rh family C glycoprotein	0.01	0.2	0.036000000000000004	0.0	0.053	0.04	0.006	0.024		0.021	0.046	0.025	0.038	0.05	0.02	0.016	0.011000000000000001		0.08900000000000001	0.0	0.016	0.0	0.11699999999999999	0.0	0.001	0.065	0.006	0.015	0.08	0.015	0.059000000000000004	0.125	0.364	0.20800000000000002			0.08	0.11	0.115	0.191	0.022000000000000002	0.069	0.008	0.0	0.059000000000000004	0.308	0.11199999999999999	0.067	0.059000000000000004	0.11599999999999999	0.031		0.027000000000000003	0.03	0.026000000000000002	0.39799999999999996	
C3orf70	ENSG00000187068	Chromosome 3 open reading frame 70	0.10400000000000001	2.441		0.10300000000000001	0.11699999999999999	0.147	0.23	0.21600000000000003	0.597	0.648	0.654	0.382	0.344	0.18100000000000002	0.65	0.337	0.39799999999999996	0.408	2.58	0.115	0.40399999999999997	0.139		0.026000000000000002			0.156	0.305		0.9670000000000001	0.05	0.254	0.098	0.331	0.534	0.47700000000000004	0.59		0.08199999999999999	0.317	0.153	0.293	0.124	0.45799999999999996	0.5379999999999999		0.081	0.025	0.08	0.129	0.069	0.076	0.065	0.153	0.17600000000000002		0.35100000000000003
GOLGA6A	ENSG00000159289	Golgin A6 family member A	0.055999999999999994	0.0	0.09699999999999999	0.0	0.012	0.069	0.009000000000000001	0.079	0.026000000000000002	0.027999999999999997	0.040999999999999995	0.23399999999999999	0.10400000000000001	0.054000000000000006	0.081	0.0			0.009000000000000001	0.136	0.019		0.129	0.0	0.057	0.09300000000000001	0.046	0.021		0.011000000000000001	0.0		0.083	0.315	0.073	0.0	0.0	0.036000000000000004	0.042	0.034	0.009000000000000001	0.10300000000000001	0.018000000000000002	0.03	0.057999999999999996		0.495			0.17300000000000001	0.34299999999999997	0.131	0.19	0.373	0.23		0.08
RASA4B	ENSG00000170667	RAS p21 protein activator 4B		0.142			0.174	0.13		0.27899999999999997	0.064	0.782	0.13699999999999998	0.35600000000000004	1.114	0.218		0.325		0.33899999999999997	0.182		0.247	0.036000000000000004	0.40399999999999997	0.205	0.331	0.17	0.9620000000000001	0.15		0.086	0.040999999999999995	0.162	0.254	0.706	0.42	0.073	0.17800000000000002	2.7	0.09300000000000001		0.28		0.215	0.19699999999999998	0.16899999999999998		0.024	0.067	0.086	0.064	0.08199999999999999	0.07	0.114	0.205	0.13699999999999998		0.23800000000000002
SYPL2	ENSG00000143028	Synaptophysin like 2	2.457	0.0		1.28	1.472	2.6489999999999996	1.8769999999999998	1.608	4.612	0.57		2.988	2.416	0.455	2.9730000000000003	0.45899999999999996	0.255	4.832	0.742	0.085	2.511	0.285	2.488	2.426	0.079	0.13699999999999998	0.365		2.485	0.71	2.313		2.451	2.622	1.758	0.71	18.776	1.025	2.5839999999999996	0.364	0.631	0.544	3.951	0.545		0.32	0.674	1.033	1.23	0.546	1.693	1.158	1.473	3.762	2.502	5.614	3.4130000000000003
HIST1H2AB	ENSG00000278463	Histone cluster 1 H2A family member b	0.061	0.0		0.0	0.239	0.033	0.159	0.025	0.0	0.0			0.0		0.0	0.177	0.142	0.04	0.0	0.078	0.0	0.0	0.0	0.0	0.031	0.193	0.17	0.13	0.0	0.061	0.068	0.057999999999999996	0.059000000000000004	0.0			0.20600000000000002	0.0	0.14800000000000002	0.087	0.179	0.15	0.0	0.0	0.0			0.0	0.049	0.0	0.0	0.0	0.0	0.152	0.10400000000000001	0.0	0.0
TMIGD2	ENSG00000167664	Transmembrane and immunoglobulin domain containing 2	0.046	0.062	0.11199999999999999	0.126	0.128	0.10400000000000001	0.179	0.023	0.11	0.168	0.457	0.282	0.336	0.11	0.256	0.857	0.131	0.282	0.037000000000000005	0.043	0.23199999999999998		0.11599999999999999	0.16699999999999998	0.19399999999999998	0.223	0.09	0.26899999999999996		0.18600000000000003	0.037000000000000005	0.358		0.598	1.8430000000000002	0.255	0.341	0.642		0.968	0.654	0.221	0.174	2.1830000000000003	0.39399999999999996		0.073	0.033		0.402	0.466	0.12300000000000001	0.131	0.355	0.0		0.017
DHH	ENSG00000139549	Desert hedgehog	0.012	0.0	0.018000000000000002	0.011000000000000001	0.0	0.02	0.092	0.023	0.096	0.136	0.501	0.239	0.257	0.068	0.218	0.192	0.127	0.07400000000000001		0.035	0.003	0.013999999999999999	0.037000000000000005	0.0	0.01	0.040999999999999995	0.0	0.1	0.044000000000000004	0.035	0.013999999999999999	0.132	0.017	0.204	0.122	0.106	0.084	0.188		0.23600000000000002	0.066	0.094	0.011000000000000001	0.054000000000000006		0.06	0.031	0.006	0.013999999999999999	0.008	0.045	0.009000000000000001	0.015	0.122	0.001	0.182	0.064
MDFI	ENSG00000112559	MyoD family inhibitor	0.267	18.998		17.355			7.162999999999999	5.869	3.9339999999999997	32.376999999999995		2.046	5.209	0.505	20.497	11.287	9.916	18.082	11.139000000000001	16.343	31.271	6.1370000000000005	0.602	3.035	7.8420000000000005	47.57899999999999	42.968999999999994	42.836999999999996		42.957	1.003	0.909	0.5579999999999999	6.274	19.6	1.784	29.8	34.467	0.363			2.0780000000000003	0.284	7.372000000000001	1.304		0.099	0.16699999999999998	0.083	0.316	0.038		0.084	0.657	0.23399999999999999		6.96
COL8A2	ENSG00000171812	Collagen type VIII alpha 2 chain	0.159	1.307	0.731	0.12	0.7829999999999999	0.24600000000000002	1.194		0.6990000000000001	1.932	1.31	0.626	2.721	0.17300000000000001	1.3730000000000002	0.958	2.5540000000000003	0.743	0.166	1.5619999999999998	2.7769999999999997		0.158	0.311		0.524	0.256	0.705		0.319	0.262	0.19699999999999998	1.304		2.339	2.752	6.494	2.061	0.155	2.234	0.5720000000000001		0.079	1.409	0.485		0.073	0.033	0.069	0.124	0.073	0.054000000000000006	0.105		0.023		0.4
POU5F1	ENSG00000204531	POU class 5 homeobox 1	0.212	0.024	0.064	0.004	0.023	0.009000000000000001	0.06	0.013000000000000001	0.069	0.033		0.086	0.158	0.013000000000000001	0.018000000000000002	0.055999999999999994	0.121	0.016	0.03	0.03	0.045		0.10800000000000001	0.409	0.209	0.008	0.038	0.05		0.613	0.142	0.18100000000000002		0.191	0.10800000000000001	0.036000000000000004	0.018000000000000002	0.105	0.02	0.024	0.031	0.027000000000000003	0.055	0.158			0.07400000000000001	0.095	0.087	0.022000000000000002	0.045	0.10300000000000001	0.02	0.35600000000000004	0.011000000000000001		
KIAA0040	ENSG00000235750	KIAA0040	0.373		0.7120000000000001	0.9590000000000001	0.607	0.386	1.163	1.008	1.7169999999999999	1.24	2.4330000000000003	1.9269999999999998	4.176		3.0269999999999997	1.629	3.44	2.0669999999999997	1.7830000000000001	0.327	0.659	0.48200000000000004	0.768	0.594	0.358	0.64	2.061	2.135	5.148	6.386		2.224	1.892	2.197		2.124	2.958	10.087		2.778	0.909	2.555	0.685		2.523	6.779	10.671	1.5190000000000001		4.332	7.794	6.849	5.912999999999999	1.0759999999999998	0.613	0.861	0.6809999999999999
PLXNB3	ENSG00000198753	Plexin B3	0.05	1.641	0.249	0.29	0.165	0.27399999999999997	0.263	0.081	0.597	0.6809999999999999	1.093	0.308	1.66	0.057	0.37200000000000005	0.17800000000000002	1.3459999999999999	0.738	0.157	0.42100000000000004	0.047	0.067	0.048	0.293		0.6890000000000001	1.129	0.37		2.068	0.047	0.085	0.18100000000000002	0.728	1.124	0.24600000000000002		0.418	0.445	2.64	0.884	0.32299999999999995	0.32799999999999996	2.892	0.29		0.057	0.077		0.057999999999999996			0.106	0.17600000000000002	0.21		0.064
ZNF813	ENSG00000198346	Zinc finger protein 813	0.835	3.174	3.0239999999999996	1.232	0.196	0.626	1.18	1.3019999999999998	2.033	1.534	1.328	1.5619999999999998	1.111	1.724	1.754	0.16899999999999998		1.925	2.176	2.3	1.9409999999999998	0.561	0.855		0.307	0.935	1.148	2.119	0.33	0.97	0.271	0.244	1.052	0.596	0.39	1.2429999999999999	0.134	0.332	0.268	0.847	0.375	1.35	0.9209999999999999	0.267	0.41100000000000003	0.565	0.19399999999999998	0.17	0.278	0.46799999999999997	0.382	0.415	0.185	1.179	0.445	0.782	1.955
PLPPR4	ENSG00000117600	Phospholipid phosphatase related 4		2.906	0.003	1.228	0.07	0.314		0.21100000000000002	0.499	0.503		0.596	0.015	0.004		0.345	0.28300000000000003	0.245	0.008	0.085	0.337	0.047	0.317	0.23800000000000002	0.187	0.152	0.523	0.055999999999999994		1.561	0.46799999999999997	0.011000000000000001		0.79	0.387	0.275	1.426	0.7190000000000001		0.8759999999999999	0.688	0.175	0.184	0.634	0.491		0.003	0.006	0.004	0.003	0.012	0.006	0.004	0.851	0.45799999999999996		0.127
SCRG1	ENSG00000164106	Stimulator of chondrogenesis 1	0.017	0.037000000000000005	0.261	0.073	0.002	0.032		0.018000000000000002	0.836	0.49	1.225	0.325	0.63	0.035	0.34700000000000003	0.293	0.703		0.043	0.0	0.0	0.591	0.016	0.037000000000000005	0.0	0.009000000000000001		0.151		0.281			0.008		1.17	0.439	0.7	0.23800000000000002		0.33899999999999997	0.065	0.10099999999999999	0.081	0.28800000000000003	0.122		0.051	0.048	0.04	0.109	0.106	0.13699999999999998	0.028999999999999998		0.0	0.511	
LRCH2	ENSG00000130224	Leucine rich repeats and calponin homology domain containing 2	0.067	0.336	0.193	0.563	0.086		0.172	0.242	0.31	1.095	0.823	0.41600000000000004	0.511	0.027000000000000003	0.517	0.156	0.555	0.473	0.003	0.14300000000000002	0.2	0.05		0.105	0.076		0.14	0.149		0.715	0.069	0.384	0.099	0.578	1.515	0.155	1.781	1.829		0.361	0.11	0.385	0.087		0.519		0.075	0.053		0.244		0.031	0.06	0.235	0.07400000000000001		0.023
HIGD1B	ENSG00000131097	HIG1 hypoxia inducible domain family member 1B	0.6629999999999999	4.314	1.23	1.031		1.1079999999999999	0.882	0.904	1.3090000000000002	0.355	1.8840000000000001	0.124		0.5770000000000001	0.39899999999999997	1.347	0.39299999999999996	1.65		0.5760000000000001	1.17	0.503	0.159	2.133	0.797	0.743	0.27699999999999997	0.27		2.971	0.775	0.45	0.259	0.8909999999999999		0.578	7.305	0.218	0.93	0.785	1.514	1.158	0.27899999999999997	1.8559999999999999	1.347		0.038	0.15	0.165	0.006999999999999999	0.09	0.083	0.040999999999999995	0.5589999999999999	0.501		0.253
ITGB4	ENSG00000132470	Integrin subunit beta 4	0.20800000000000002	0.905	1.49	1.7890000000000001	0.7070000000000001	0.529	1.141	0.446	1.409	2.772	2.239		6.17		1.7890000000000001	1.5019999999999998	1.3459999999999999	2.206			0.6829999999999999			0.505	1.052	0.672	8.993	0.773			0.384	0.765	0.524	1.12	2.45	0.9009999999999999	4.849	3.6519999999999997	0.27899999999999997	7.86	3.1460000000000004	0.541		4.526				0.18100000000000002	0.183	0.125	0.217	0.091	0.223	0.946	0.565		0.54
