ensembl_gene_id	external_gene_name	chromosome_name	start_position	end_position
ENSG00000272794	PCDHA9	HG1082_HG167_PATCH	140227048	140391929
ENSG00000272935	PCDHA10	HG1082_HG167_PATCH	140235595	140391929
ENSG00000272607	PIGG	HG174_HG254_PATCH	499200	540196
ENSG00000273029	AC005609.3	HG1082_HG167_PATCH	140240341	140243224
ENSG00000273332	PCDHA14	HG1082_HG167_PATCH	140240860	140243104
ENSG00000273220	PCDHA11	HG1082_HG167_PATCH	140248689	140391929
ENSG00000273277	AC097015.2	HG957_PATCH	53243969	53244062
ENSG00000272547	TMEM242	HG193_PATCH	157610520	157644735
ENSG00000273021	snoU13	HG193_PATCH	157612445	157612533
ENSG00000273475	LDHAL6FP	HG193_PATCH	157620179	157621260
ENSG00000272819	RP5-933K21.3	HG193_PATCH	157645098	157645611
ENSG00000273206	RP5-933K21.2	HG193_PATCH	157687124	157688057
ENSG00000273317	PCDHA12	HG1082_HG167_PATCH	140255058	140391929
ENSG00000272974	PCDHA13	HG1082_HG167_PATCH	140261793	140391929
ENSG00000272550	PCDHAC1	HG1082_HG167_PATCH	140306302	140391929
ENSG00000272602	ZNF595	HG174_HG254_PATCH	53333	162774
ENSG00000272548	PCDHAC2	HG1082_HG167_PATCH	140345820	140391936
ENSG00000273324	AC253576.3	HG174_HG254_PATCH	124084	125541
ENSG00000272731	PCDHB1	HG1082_HG167_PATCH	140430979	140433512
ENSG00000260225	PCDHB2	HG1082_HG167_PATCH	140474228	140476963
ENSG00000273390	AC005754.7	HG1082_HG167_PATCH	140479830	140481795
ENSG00000272585	PCDHB3	HG1082_HG167_PATCH	140480235	140483407
ENSG00000272687	TKT	HG957_PATCH	53258723	53290068
ENSG00000272737	AC005754.8	HG1082_HG167_PATCH	140498265	140500350
ENSG00000272633	PCDHB4	HG1082_HG167_PATCH	140501584	140505204
ENSG00000273383	PCDHB5	HG1082_HG167_PATCH	140514803	140517706
ENSG00000273392	PCDHB6	HG1082_HG167_PATCH	140529687	140532872
ENSG00000273039	PCDHB17	HG1082_HG167_PATCH	140535581	140538643
ENSG00000272845	PCDHB7	HG1082_HG167_PATCH	140552247	140555961
ENSG00000273227	PCDHB8	HG1082_HG167_PATCH	140557375	140560085
ENSG00000272587	PCDHB9	HG1082_HG167_PATCH	140566904	140571123
ENSG00000268060	PCDHB10	HG1082_HG167_PATCH	140571954	140575227
ENSG00000262565	PCDHB11	HG1082_HG167_PATCH	140579195	140582630
ENSG00000273042	snoU13	HG957_PATCH	53317212	53317315
ENSG00000272903	PCDHB12	HG1082_HG167_PATCH	140588282	140591709
ENSG00000273346	RN7SL821P	HG957_PATCH	53322887	53323140
ENSG00000273241	SNORD38	HG957_PATCH	53367076	53367144
ENSG00000273357	PCDHB13	HG1082_HG167_PATCH	140593522	140597006
ENSG00000273480	SNORA26	HG957_PATCH	53421729	53421852
ENSG00000273310	PCDHB14	HG1082_HG167_PATCH	140602944	140605871
ENSG00000273067	PCDHB18	HG1082_HG167_PATCH	140613951	140617114
ENSG00000273468	PCDHB19P	HG1082_HG167_PATCH	140619535	140621881
ENSG00000272886	AC112218.1	HG957_PATCH	53317443	53381643
ENSG00000272641	PCDHB15	HG1082_HG167_PATCH	140625164	140627816
ENSG00000272653	SLC25A2	HG1082_HG167_PATCH	140682214	140683630
ENSG00000272674	AC244517.1	HG1082_HG167_PATCH	140560984	140565803
ENSG00000272725	RP11-667F9.1	HG444_PATCH	64990542	65019657
ENSG00000272959	RP13-157F18.2	HG444_PATCH	65081990	65084127
ENSG00000273140	CCT6P1	HG444_PATCH	65216055	65228267
ENSG00000272956	SNORA22	HG444_PATCH	65220439	65220572
ENSG00000272605	SNORA15	HG444_PATCH	65224965	65225099
ENSG00000273161	RP11-479O9.2	HG444_PATCH	65238533	65266980
ENSG00000273034	RNU6-912P	HG444_PATCH	65279585	65279688
ENSG00000272693	AC104057.2	HG444_PATCH	65018675	65020372
ENSG00000272972	SPIDR	HG1699_PATCH	48173167	48648898
ENSG00000273425	AC073107.1	HG444_PATCH	65112080	65235723
ENSG00000273024	INTS4L2	HG444_PATCH	65112777	65183566
ENSG00000268110	UBE4A	HG122_PATCH	118230300	118269926
ENSG00000269381	RP11-770J1.5	HG122_PATCH	118267810	118272610
ENSG00000268551	ATP5L	HG122_PATCH	118271869	118302211
ENSG00000270027	RP11-770J1.7	HG122_PATCH	118286692	118287236
ENSG00000268254	RN7SL86P	HG122_PATCH	118301123	118301419
ENSG00000267955	RP11-770J1.4	HG122_PATCH	118303836	118305921
ENSG00000269234	AC108004.1	HG417_PATCH	95168	95255
ENSG00000268429	DOC2B	HG417_PATCH	96017	121634
ENSG00000262150	PSCA	HG418_PATCH	143751669	143764085
ENSG00000267910	KMT2A	HG122_PATCH	118307205	118397539
ENSG00000267805	AC108004.2	HG417_PATCH	123822	131585
ENSG00000262378	LY6K	HG418_PATCH	143781472	143786488
ENSG00000262916	CTD-2292P10.4	HG418_PATCH	143783613	143808334
ENSG00000263194	THEM6	HG418_PATCH	143808564	143818288
ENSG00000262232	CTD-2292P10.2	HG418_PATCH	143808644	143809051
ENSG00000262023	JH8	HG418_PATCH	143738821	143751344
ENSG00000268515	RP11-770J1.3	HG122_PATCH	118382626	118401809
ENSG00000268693	RPH3AL	HG417_PATCH	152500	326252
ENSG00000269115	TTC36	HG122_PATCH	118398187	118401912
ENSG00000267917	RP11-1260E13.1	HG417_PATCH	261390	262451
ENSG00000268586	RP11-1260E13.4	HG417_PATCH	271203	273486
ENSG00000268306	RP11-1260E13.2	HG417_PATCH	292636	297579
ENSG00000268346	RP11-1260E13.3	HG417_PATCH	294735	296880
ENSG00000273089	AC240565.2	HG417_PATCH	868	3903
ENSG00000268320	AC240565.1	HG417_PATCH	77571	79067
ENSG00000273410	RP11-169K19.1	HG979_PATCH	117579602	117580247
ENSG00000268779	CD4	HG344_PATCH	6896024	6929974
ENSG00000272811	ATRNL1	HG979_PATCH	116853124	117708745
ENSG00000269319	TMEM25	HG122_PATCH	118401756	118417995
ENSG00000269830	GPR162	HG344_PATCH	6930711	6939136
ENSG00000268828	LEPREL2	HG344_PATCH	6937572	6949018
ENSG00000269278	IFT46	HG122_PATCH	118415243	118443685
ENSG00000269627	RPL5P30	HG122_PATCH	118431405	118432295
ENSG00000268195	GNB3	HG344_PATCH	6949118	6956557
ENSG00000269382	ARCN1	HG122_PATCH	118443105	118473748
ENSG00000268599	RNU6-1157P	HG122_PATCH	118464703	118464808
ENSG00000268378	AP002954.3	HG122_PATCH	118507335	118508812
ENSG00000268766	AP002954.6	HG122_PATCH	118558754	118561315
ENSG00000268664	RNU6-376P	HG122_PATCH	118573057	118573162
ENSG00000268331	AP002954.4	HG122_PATCH	118575322	118620979
ENSG00000269612	DDX6	HG122_PATCH	118620040	118661864
ENSG00000268136	CDCA3	HG344_PATCH	6953957	6961230
ENSG00000267867	PHLDB1	HG122_PATCH	118477213	118528753
ENSG00000261309	KCNJ12	HG987_PATCH	21279509	21323179
ENSG00000268462	USP5	HG344_PATCH	6961292	6975796
ENSG00000270478	AP2B1	HG385_PATCH	33905065	34053436
ENSG00000264096	PDLIM1P2	HG987_PATCH	21348145	21348751
ENSG00000263799	RP11-728E14.3	HG987_PATCH	21359825	21363527
ENSG00000265310	RP11-728E14.2	HG987_PATCH	21360746	21362301
ENSG00000261142	RPL21P120	HG987_PATCH	21407870	21408371
ENSG00000264492	RP11-822E23.7	HG987_PATCH	21422826	21424581
ENSG00000259857	C17orf51	HG987_PATCH	21428102	21477770
ENSG00000272847	RP11-822E23.8	HG987_PATCH	21435789	21477829
ENSG00000263836	RP11-822E23.2	HG987_PATCH	21436286	21446098
ENSG00000263867	RP11-822E23.3	HG987_PATCH	21455821	21456023
ENSG00000273441	RP11-822E23.6	HG987_PATCH	21469881	21477829
ENSG00000265620	RP11-822E23.4	HG987_PATCH	21477082	21477385
ENSG00000268021	TREH	HG122_PATCH	118528947	118550387
ENSG00000264516	AC233702.1	HG987_PATCH	21481130	21481217
ENSG00000265153	RP11-822E23.5	HG987_PATCH	21496106	21497492
ENSG00000260157	NCOR1P2	HG987_PATCH	21536037	21544675
ENSG00000260839	AC144838.3	HG987_PATCH	21559155	21560945
ENSG00000264795	AC144838.2	HG987_PATCH	21752643	21752811
ENSG00000260458	KCNJ12	HG987_PATCH	21606053	21607836
ENSG00000268548	TPI1	HG344_PATCH	6976283	6980112
ENSG00000271510	RPL17P42	HG385_PATCH	34046907	34047461
ENSG00000268190	SPSB2	HG344_PATCH	6980099	6998522
ENSG00000267877	RPL13P5	HG344_PATCH	6982553	6993905
ENSG00000268135	LRRC23	HG344_PATCH	6982733	7023407
ENSG00000269361	DSTNP2	HG344_PATCH	6993846	6994950
ENSG00000269528	ENO2	HG344_PATCH	7022909	7032861
ENSG00000268872	ATN1	HG344_PATCH	7033626	7051484
ENSG00000268123	C12orf57	HG344_PATCH	7052141	7055166
ENSG00000272322	U47924.31	HG344_PATCH	7052671	7053767
ENSG00000269269	RNU7-1	HG344_PATCH	7052979	7053041
ENSG00000272740	RP11-285M22.3	HG1591_PATCH	22176022	22191945
ENSG00000273094	RP11-285M22.1	HG1591_PATCH	22192161	22192940
ENSG00000272753	RP11-285M22.2	HG1591_PATCH	22192652	22194158
ENSG00000272890	RP11-846F4.11	HG1591_PATCH	22203742	22205012
ENSG00000268954	PTPN6	HG344_PATCH	7055631	7070479
ENSG00000269851	U47924.27	HG344_PATCH	7072409	7073610
ENSG00000268594	MIR200C	HG344_PATCH	7072862	7072929
ENSG00000268031	MIR141	HG344_PATCH	7073260	7073354
ENSG00000272522	U47924.29	HG344_PATCH	7074112	7074545
ENSG00000269079	PHB2	HG344_PATCH	7074490	7079988
ENSG00000272204	ANAPC5	HG1595_PATCH	121746048	121837699
ENSG00000267818	SCARNA12	HG344_PATCH	7076500	7076769
ENSG00000272187	U47924.30	HG344_PATCH	7087684	7089104
ENSG00000269882	C1S	HG344_PATCH	7097422	7180195
ENSG00000268048	RP3-461F17.1	HG344_PATCH	7141271	7141561
ENSG00000269322	RP3-461F17.2	HG344_PATCH	7150319	7150804
ENSG00000268439	EMG1	HG344_PATCH	7079944	7085166
ENSG00000268829	LPCAT3	HG344_PATCH	7085348	7127701
ENSG00000271866	RP11-711D18.2	HG1595_PATCH	121829765	121837662
ENSG00000271829	RNF34	HG1595_PATCH	121837844	121868389
ENSG00000272358	KDM2B	HG1595_PATCH	121866900	122018818
ENSG00000271720	RP13-941N14.1	HG1595_PATCH	122018595	122031307
ENSG00000272044	RNU6-1004P	HG1595_PATCH	122042705	122042815
ENSG00000272171	ORAI1	HG1595_PATCH	122064353	122080481
ENSG00000271801	MORN3	HG1595_PATCH	122088922	122110435
ENSG00000261352	ZNF90	HG730_PATCH	20188803	20237885
ENSG00000261503	CTC-260E6.2	HG730_PATCH	20235248	20236293
ENSG00000267017	CTC-260E6.6	HG730_PATCH	20236186	20432114
ENSG00000267584	CTC-260E6.9	HG730_PATCH	20242703	20262717
ENSG00000271479	CTC-260E6.11	HG730_PATCH	20247742	20248042
ENSG00000272997	ATP5SL	HG1350_HG959_PATCH	41937223	41946622
ENSG00000263255	ZNF486	HG730_PATCH	20278037	20311299
ENSG00000267256	CTC-260E6.8	HG730_PATCH	20285822	20287872
ENSG00000267464	CTC-260E6.7	HG730_PATCH	20317653	20317763
ENSG00000270407	CTC-260E6.10	HG730_PATCH	20332678	20333272
ENSG00000268236	AC078899.4	HG730_PATCH	20359861	20361104
ENSG00000261228	AC078899.1	HG730_PATCH	20368529	20370227
ENSG00000268507	AC078899.2	HG730_PATCH	20378626	20379200
ENSG00000267947	AC078899.3	HG730_PATCH	20405898	20414603
ENSG00000264053	AC078899.7	HG730_PATCH	20413399	20413481
ENSG00000270536	CTC-575C13.2	HG730_PATCH	20434801	20435377
ENSG00000273205	C19orf69	HG1350_HG959_PATCH	41949063	41950670
ENSG00000271445	CTC-575C13.1	HG730_PATCH	20462311	20462888
ENSG00000262288	AC078899.6	HG730_PATCH	20473327	20473432
ENSG00000262269	MIR1270-1	HG730_PATCH	20510081	20510163
ENSG00000268399	CTC-513N18.5	HG730_PATCH	20527323	20527878
ENSG00000273152	AC011526.1	HG1350_HG959_PATCH	41960074	42006554
ENSG00000268504	CTC-513N18.6	HG730_PATCH	20543361	20639424
ENSG00000269284	CTC-513N18.3	HG730_PATCH	20554024	20554534
ENSG00000273479	AC005795.1	HG1350_HG959_PATCH	42012057	42012803
ENSG00000273280	PLEKHA3P1	HG1350_HG959_PATCH	42026948	42027894
ENSG00000273405	AC006129.1	HG1350_HG959_PATCH	42037111	42038079
ENSG00000270885	RASL10B	HG385_PATCH	34058668	34070540
ENSG00000262578	ZNF737	HG730_PATCH	20646634	20676618
ENSG00000273435	AC006129.4	HG1350_HG959_PATCH	42041088	42042809
ENSG00000272938	AC006129.2	HG1350_HG959_PATCH	42051097	42061367
ENSG00000272924	CTC-513N18.7	HG730_PATCH	20664601	20772392
ENSG00000270765	GAS2L2	HG385_PATCH	34071530	34079897
ENSG00000267956	VN1R78P	HG730_PATCH	20693893	20694456
ENSG00000272816	CEACAMP3	HG1350_HG959_PATCH	42105640	42111889
ENSG00000269818	CTD-2332E11.2	HG730_PATCH	20722368	20726198
ENSG00000271392	RP1-161P9.5	HG385_PATCH	34084218	34085344
ENSG00000273166	DNAJC19P2	HG1350_HG959_PATCH	42111246	42111576
ENSG00000262249	ZNF626	HG730_PATCH	20730870	20772405
ENSG00000270806	C17orf50	HG385_PATCH	34087916	34092098
ENSG00000272708	CEACAM4	HG1350_HG959_PATCH	42124876	42132979
ENSG00000270829	AC015849.12	HG385_PATCH	34135508	34135916
ENSG00000273168	DNAJC19P3	HG1350_HG959_PATCH	42144474	42144804
ENSG00000273101	AC005626.3	HG1350_HG959_PATCH	42145564	42146507
ENSG00000272878	AC005794.1	HG1350_HG959_PATCH	42158581	42158868
ENSG00000272684	CEACAM7	HG1350_HG959_PATCH	42179212	42212881
ENSG00000272743	CEACAM5	HG1350_HG959_PATCH	42214490	42235703
ENSG00000270647	TAF15	HG385_PATCH	34136474	34191634
ENSG00000273020	CEA	HG1350_HG959_PATCH	42214517	42267187
ENSG00000272939	CEACAM6	HG1350_HG959_PATCH	42256882	42278113
ENSG00000272552	AC011513.4	HG1350_HG959_PATCH	42263803	42292798
ENSG00000272611	CEACAM3	HG1350_HG959_PATCH	42302342	42317458
ENSG00000270871	AC015849.19	HG385_PATCH	34143736	34157312
ENSG00000270894	AC015849.13	HG385_PATCH	34145418	34150732
ENSG00000272616	HNRNPA1P52	HG1350_HG959_PATCH	42335597	42336843
ENSG00000272728	TSPEAR	HG237_PATCH	45917775	46131461
ENSG00000273337	TSPEAR-AS1	HG237_PATCH	45926690	45935738
ENSG00000272929	C21orf90	HG237_PATCH	45937099	45945835
ENSG00000273436	DMRTC2	HG1350_HG959_PATCH	42350648	42358238
ENSG00000273229	KRTAP10-1	HG237_PATCH	45958864	45960078
ENSG00000273157	KRTAP10-2	HG237_PATCH	45970240	45971388
ENSG00000270379	C17orf66	HG385_PATCH	34181970	34195910
ENSG00000273054	KRTAP10-3	HG237_PATCH	45977673	45978643
ENSG00000273351	KRTAP10-4	HG237_PATCH	45993612	45994993
ENSG00000273322	KRTAP10-5	HG237_PATCH	45999338	46000487
ENSG00000272961	KRTAP10-6	HG237_PATCH	46011151	46012388
ENSG00000272651	KRTAP10-8	HG237_PATCH	46031962	46032837
ENSG00000272586	KRTAP10-9	HG237_PATCH	46047006	46048260
ENSG00000272852	RPS19	HG1350_HG959_PATCH	42365823	42378831
ENSG00000272704	KRTAP10-10	HG237_PATCH	46057239	46058336
ENSG00000273412	KRTAP10-11	HG237_PATCH	46066297	46067530
ENSG00000272951	KRTAP12-4	HG237_PATCH	46074096	46074542
ENSG00000273114	KRTAP12-3	HG237_PATCH	46077815	46078224
ENSG00000271268	AC015849.14	HG385_PATCH	34188112	34188585
ENSG00000272766	KRTAP12-2	HG237_PATCH	46086072	46086810
ENSG00000270240	AC015849.2	HG385_PATCH	34195986	34212882
ENSG00000272985	CD79A	HG1350_HG959_PATCH	42383025	42387277
ENSG00000271503	CCL5	HG385_PATCH	34198510	34207812
ENSG00000271394	RN7SKP274	HG385_PATCH	34216577	34216823
ENSG00000273158	CTD-2575K13.6	HG1350_HG959_PATCH	42414424	42416002
ENSG00000270977	AC015849.16	HG385_PATCH	34220726	34238042
ENSG00000271013	LRRC37A9P	HG385_PATCH	34239654	34245029
ENSG00000272804	AP001067.1	HG237_PATCH	46020480	46022049
ENSG00000272881	RABAC1	HG1350_HG959_PATCH	42462586	42465295
ENSG00000270517	RDM1	HG385_PATCH	34245085	34257792
ENSG00000261674	RP11-1407O15.2	HG745_PATCH	36337717	36421858
ENSG00000262537	Y_RNA	HG745_PATCH	36387075	36387176
ENSG00000272584	ATP1A3	HG1350_HG959_PATCH	42472487	42503402
ENSG00000259980	MRPL45	HG745_PATCH	36452989	36479101
ENSG00000271447	MMP28	HG385_PATCH	34092876	34122655
ENSG00000260825	GPR179	HG745_PATCH	36481413	36499730
ENSG00000261413	SOCS7	HG745_PATCH	36508111	36556020
ENSG00000265004	RN7SL458P	HG745_PATCH	36566043	36566303
ENSG00000272706	GRIK5	HG1350_HG959_PATCH	42504226	42575403
ENSG00000272876	AC243960.1	HG1350_HG959_PATCH	42082084	42092748
ENSG00000260374	ARHGAP23	HG745_PATCH	36584663	36668629
ENSG00000273111	LYPD4	HG1350_HG959_PATCH	42342979	42350578
ENSG00000272879	ARHGEF1	HG1350_HG959_PATCH	42389105	42413350
ENSG00000260960	AC124789.1	HG745_PATCH	36606639	36608689
ENSG00000262199	SRCIN1	HG745_PATCH	36686252	36762184
ENSG00000268914	HNRNPCP10	HG1459_PATCH	143922495	143923378
ENSG00000269045	RN7SKP189	HG1459_PATCH	144138825	144139154
ENSG00000269876	CYCSP44	HG1459_PATCH	144258299	144258611
ENSG00000269548	RP11-143G3.1	HG1459_PATCH	144314646	144315336
ENSG00000269436	SPANXN1	HG1459_PATCH	144328545	144337829
ENSG00000268459	RP13-150K15.1	HG1459_PATCH	144711933	144714090
ENSG00000270984	GS1-115M3.4	HG1459_PATCH	144849810	144850057
ENSG00000268737	SLITRK2	HG1459_PATCH	144899547	144907557
ENSG00000268210	TMEM257	HG1459_PATCH	144909125	144911565
ENSG00000269333	AL445258.2	HG1459_PATCH	145072582	145072652
ENSG00000269472	hsa-mir-892c	HG1459_PATCH	145074468	145074540
ENSG00000269241	MIR890	HG1459_PATCH	145075990	145076066
ENSG00000269497	MIR888	HG1459_PATCH	145076499	145076575
ENSG00000269661	MIR892A	HG1459_PATCH	145078384	145078458
ENSG00000267971	MIR892B	HG1459_PATCH	145078913	145078989
ENSG00000267953	MIR891B	HG1459_PATCH	145082768	145082846
ENSG00000269224	MIR891A	HG1459_PATCH	145109509	145109587
ENSG00000268454	RNA5SP517	HG1459_PATCH	145509171	145509287
ENSG00000268547	RP11-183K14.1	HG1459_PATCH	145619250	145619763
ENSG00000269447	ELL2P4	HG1459_PATCH	145635443	145637480
ENSG00000268008	RP1-203P18.1	HG1459_PATCH	145701312	145702299
ENSG00000268684	CXorf51B	HG1459_PATCH	145891499	145892124
ENSG00000268774	CXorf51A	HG1459_PATCH	145895821	145896441
ENSG00000268152	RP1-73A14.1	HG1459_PATCH	146036790	146036924
ENSG00000271501	RP1-73A14.2	HG1459_PATCH	146045891	146046200
ENSG00000268097	MIR513C	HG1459_PATCH	146271419	146271502
ENSG00000268749	MIR513B	HG1459_PATCH	146280759	146280842
ENSG00000269628	MIR513A1	HG1459_PATCH	146295178	146295306
ENSG00000269532	MIR513A2	HG1459_PATCH	146307541	146307667
ENSG00000268915	MIR506	HG1459_PATCH	146312435	146312558
ENSG00000268102	MIR507	HG1459_PATCH	146312699	146312792
ENSG00000268128	MIR508	HG1459_PATCH	146318628	146318742
ENSG00000267936	MIR514B	HG1459_PATCH	146331866	146331945
ENSG00000269250	MIR509-2	HG1459_PATCH	146340475	146340565
ENSG00000268283	MIR509-3	HG1459_PATCH	146341367	146341441
ENSG00000268561	MIR509-1	HG1459_PATCH	146342247	146342340
ENSG00000268522	MIR510	HG1459_PATCH	146354050	146354123
ENSG00000268224	MIR514A1	HG1459_PATCH	146360962	146361059
ENSG00000268106	MIR514A2	HG1459_PATCH	146363658	146363745
ENSG00000269195	MIR514A3	HG1459_PATCH	146366356	146366443
ENSG00000269344	RP3-433G13.1	HG1459_PATCH	146673327	146673624
ENSG00000269551	RP11-434J24.2	HG1459_PATCH	146882720	146883017
ENSG00000271517	RP11-434J24.3	HG1459_PATCH	146894448	146894689
ENSG00000269477	RNU6-382P	HG1459_PATCH	146908994	146909099
ENSG00000269705	L29074.3	HG1459_PATCH	146981893	146983174
ENSG00000268817	FMR1-AS1	HG1459_PATCH	146991146	146993532
ENSG00000268103	FMR1	HG1459_PATCH	146993666	147032842
ENSG00000268323	FMR1-IT1	HG1459_PATCH	147028658	147029300
ENSG00000268827	FMR1NB	HG1459_PATCH	147063046	147108384
ENSG00000268491	5S_rRNA	HG1459_PATCH	147089817	147089932
ENSG00000269777	FTH1P8	HG1459_PATCH	147133950	147134463
ENSG00000269493	U40455.1	HG1459_PATCH	147279731	147280595
ENSG00000269142	RPL7L1P11	HG1459_PATCH	147546425	147547145
ENSG00000268325	AC002368.4	HG1459_PATCH	147579830	147582332
ENSG00000269754	AFF2	HG1459_PATCH	147582336	148082384
ENSG00000268961	AFF2-IT1	HG1459_PATCH	147628596	147629115
ENSG00000269718	RN7SKP267	HG1459_PATCH	147903885	147904169
ENSG00000269659	AC002523.1	HG1459_PATCH	148138437	148138887
ENSG00000269414	AC231656.2	HG1459_PATCH	148393954	148394036
ENSG00000267826	RNU7-98P	HG1459_PATCH	148412623	148412683
ENSG00000267816	IDS	HG1459_PATCH	148558712	148615657
ENSG00000269041	IDS	HG1459_PATCH	148564265	148615657
ENSG00000269254	AF011889.2	HG1459_PATCH	148593231	148607986
ENSG00000268608	IDSP1	HG1459_PATCH	148606723	148607765
ENSG00000260856	RP11-309M23.1	HG480_HG481_PATCH	950956	955100
ENSG00000261370	RPL14P5	HG480_HG481_PATCH	969238	970836
ENSG00000268314	CXorf40A	HG1459_PATCH	148622077	148632232
ENSG00000268168	RP5-937E21.8	HG1459_PATCH	148629932	148631557
ENSG00000267978	MAGEA9	HG1459_PATCH	148663377	148669190
ENSG00000268523	RP5-937E21.1	HG1459_PATCH	148730896	148731846
ENSG00000268709	MAGEA11	HG1459_PATCH	148769950	148798988
ENSG00000268115	RP5-1014O16.9	HG1459_PATCH	148839519	148839617
ENSG00000269398	RP5-1014O16.1	HG1459_PATCH	148839743	148840017
ENSG00000268645	RP5-1014O16.10	HG1459_PATCH	148842501	148842596
ENSG00000268010	TMEM185AP1	HG1459_PATCH	148850619	148853090
ENSG00000268122	HSFX1	HG1459_PATCH	148855790	148858589
ENSG00000268337	MAGEA9B	HG1459_PATCH	148863652	148869459
ENSG00000268096	MAGEA7P	HG1459_PATCH	148889936	148890877
ENSG00000268694	DUTP4	HG1459_PATCH	148898892	148899366
ENSG00000269701	MAGEA8-AS1	HG1459_PATCH	148960558	148962792
ENSG00000268422	MAGEA8	HG1459_PATCH	148962863	148967557
ENSG00000268871	CXorf40B	HG1459_PATCH	149011249	149020533
ENSG00000268099	XX-FW81066F1.2	HG1459_PATCH	149011384	149012420
ENSG00000269312	LINC00894	HG1459_PATCH	149020350	149306302
ENSG00000269557	RP11-49C9.2	HG1459_PATCH	149196100	149198242
ENSG00000269684	MIR2114	HG1459_PATCH	149309726	149309805
ENSG00000268999	XRCC6P2	HG1459_PATCH	149312793	149314618
ENSG00000269849	MAMLD1	HG1459_PATCH	149443144	149595900
ENSG00000268428	AC235953.1	HG1459_PATCH	149571254	149571340
ENSG00000273169	IMMTP1	HG237_PATCH	46095751	46097969
ENSG00000272863	KRTAP12-1	HG237_PATCH	46101457	46102044
ENSG00000269031	MTM1	HG1459_PATCH	149650341	149755044
ENSG00000272594	KRTAP10-12	HG237_PATCH	46117053	46117925
ENSG00000272697	KRTAP10-13P	HG237_PATCH	46122102	46122672
ENSG00000272773	UBE2G2	HG237_PATCH	46188921	46221900
ENSG00000273393	AL773604.8	HG237_PATCH	46222458	46224598
ENSG00000269759	MTMR1	HG1459_PATCH	149774684	149846825
ENSG00000269478	CD99L2	HG1459_PATCH	149848059	149980538
ENSG00000268738	HSFX1	HG1459_PATCH	148674245	148677036
ENSG00000269556	FAM11A	HG1459_PATCH	148678279	148713446
ENSG00000269475	RP1-14D6.2	HG1497_PATCH	151851499	151852315
ENSG00000268902	CSAG3	HG1497_PATCH	151876733	151883021
ENSG00000268920	CSAG1	HG1497_PATCH	151895956	151902207
ENSG00000269452	MAGEA12	HG1497_PATCH	151902251	151906141
ENSG00000268132	CSAG4	HG1497_PATCH	151902299	151909457
ENSG00000269219	RP11-316K19.3	HG1459_PATCH	149900475	149900968
ENSG00000269280	RP1-14D6.7	HG1497_PATCH	151915289	151916234
ENSG00000268063	U3	HG1459_PATCH	149983843	149983958
ENSG00000268850	AF003626.1	HG1459_PATCH	149997535	150002660
ENSG00000269747	RNU6-383P	HG1459_PATCH	150037216	150037309
ENSG00000269411	HMGB3	HG1459_PATCH	150062231	150072497
ENSG00000267821	RPL19P21	HG1459_PATCH	150075223	150075813
ENSG00000269114	MAGEA6	HG1497_PATCH	151934608	151938219
ENSG00000268512	CETN2	HG1497_PATCH	151995445	151999249
ENSG00000269336	NSDHL	HG1497_PATCH	151999439	152038201
ENSG00000267825	ZNF185	HG1497_PATCH	152082914	152141952
ENSG00000268644	PNMA5	HG1497_PATCH	152157296	152162599
ENSG00000268227	RN7SL190P	HG1497_PATCH	152163708	152163967
ENSG00000268933	U82671.8	HG1497_PATCH	152197257	152198918
ENSG00000268990	U82670.9	HG1497_PATCH	152220622	152220885
ENSG00000269109	PNMA6C	HG1497_PATCH	152240908	152243488
ENSG00000268883	PNMA6B	HG1497_PATCH	152244085	152246021
ENSG00000268826	LL0XNC01-16G2.1	HG1497_PATCH	152486155	152489158
ENSG00000272120	ZNF275	HG1497_PATCH	152502627	152528582
ENSG00000269874	snoU13	HG1497_PATCH	152519945	152520048
ENSG00000269297	LL0XNC01-37G1.2	HG1497_PATCH	152524205	152524428
ENSG00000269581	U82695.5	HG1497_PATCH	152565435	152567321
ENSG00000268409	RN7SL667P	HG1497_PATCH	152572320	152572613
ENSG00000269523	ZFP92	HG1497_PATCH	152586794	152590101
ENSG00000268969	U82695.10	HG1497_PATCH	152592224	152594948
ENSG00000269342	TREX2	HG1497_PATCH	152613192	152639059
ENSG00000268671	HAUS7	HG1497_PATCH	152616138	152663992
ENSG00000268274	U82695.9	HG1497_PATCH	152654328	152655560
ENSG00000269168	BGN	HG1497_PATCH	152663411	152678026
ENSG00000263148	ATP2B3	HG1497_PATCH	152686148	152751411
ENSG00000261960	RP11-66N11.8	HG1497_PATCH	152767812	152772825
ENSG00000262424	KRT18P48	HG1497_PATCH	152772969	152773820
ENSG00000262076	RP11-66N11.6	HG1497_PATCH	152774989	152775360
ENSG00000263122	RP11-66N11.7	HG1497_PATCH	152779166	152781397
ENSG00000269798	DUSP9	HG1497_PATCH	152810963	152819798
ENSG00000269328	RPL18AP16	HG1497_PATCH	152830628	152831164
ENSG00000269611	RN7SL687P	HG1497_PATCH	152834698	152834987
ENSG00000269773	PNCK	HG1497_PATCH	152838202	152857482
ENSG00000268982	SLC6A8	HG1497_PATCH	152856571	152865065
ENSG00000267977	BCAP31	HG1497_PATCH	152868964	152893169
ENSG00000268757	ABCD1	HG1497_PATCH	152893340	152913233
ENSG00000268808	U52111.14	HG1497_PATCH	152904097	152934950
