Name	Genes (tot)	Stat (dist.dir.up)	p (dist.dir.up)	p adj (dist.dir.up)	Stat (dist.dir.dn)	p (dist.dir.dn)	p adj (dist.dir.dn)	Stat (non-dir.)	p (non-dir.)	p adj (non-dir.)	Genes (up)	Stat (mix.dir.up)	p (mix.dir.up)	p adj (mix.dir.up)	Genes (down)	Stat (mix.dir.dn)	p (mix.dir.dn)	p adj (mix.dir.dn)
chondroitin sulfate precursor (GalNAc-GlcA-(Gal)2-Xyl-L-Ser (protein))[g]	9	-6.6642	0.68191	0.99976	11.019	0.46841	0.82027	14.957	0.31816	0.44852	2	9.1016	0.19667	0.35223	7	12.095	0.69986	0.90563
heparan sulfate, precursor 9[g]	8	2.2867	0.14502	0.81038	-1.7108	0.90578	0.9791	13.884	0.34102	0.47045	4	10.422	0.2025	0.3586	4	9.2131	0.63647	0.85809
acetate[g]	7	-7.8234	0.74294	0.99976	12.933	0.3663	0.76115	13.139	0.33209	0.46129	2	2.7917	0.52499	0.67127	5	13.781	0.34274	0.71169
heparan sulfate, precursor 10[g]	5	-3.819	0.54785	0.99976	9.8649	0.43069	0.79745	10.452	0.42473	0.55972	2	2.7917	0.52499	0.67127	3	11.213	0.35103	0.718
heparan sulfate, precursor 13[g]	6	-6.5106	0.69798	0.99976	17.177	0.18749	0.54671	13.112	0.30554	0.44541	1	6.9437	0.26605	0.41035	5	11.258	0.56178	0.7965
heparan sulfate, precursor 15[g]	7	-1.287	0.33187	0.92789	1.287	0.82064	0.96733	5.8723	0.78273	0.90996	3	2.233	0.60188	0.74291	4	5.8345	0.8661	0.97277
heparan sulfate proteoglycan[g]	6	-2.4292	0.44551	0.99976	2.4292	0.75234	0.9623	5.4066	0.79082	0.91791	2	1.1133	0.62035	0.75845	4	5.8345	0.8661	0.97277
chondroitin sulfate A (GalNAc4S-GlcA), B (IdoA2S-GalNAc4S), and E (GalNAc4,6diS-GlcA), precursor 1[g]	9	2.6817	0.13915	0.81038	-0.88225	0.89284	0.9767	14.897	0.32182	0.45014	3	15.657	0.050011	0.2037	6	7.1746	0.92176	1
chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 2[g]	5	10.296	0.012652	0.52224	-7.8814	0.96174	0.98394	13.811	0.2229	0.37433	3	15.657	0.050011	0.2037	2	2.6621	0.87042	0.97358
chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 3[g]	6	9.4329	0.020552	0.59581	-7.2291	0.95632	0.98394	17.493	0.10426	0.22701	4	16.486	0.043439	0.18682	2	6.983	0.55887	0.7965
chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 4[g]	12	-1.6071	0.29636	0.92789	6.2471	0.755	0.9623	18.339	0.24128	0.38055	4	14.728	0.072534	0.25959	8	12.047	0.77818	0.90563
chondroitin sulfate A (GalNAc4S-GlcA) and B (IdoA2S-GalNAc4S), precursor 2[g]	6	9.4329	0.020552	0.59581	-7.2291	0.95632	0.98394	17.493	0.10426	0.22701	4	16.486	0.043439	0.18682	2	6.983	0.55887	0.7965
chondroitin sulfate A (GalNAc4S-GlcA) and B (IdoA2S-GalNAc4S), precursor 3[g]	9	-0.82294	0.30846	0.92789	1.8262	0.82668	0.96733	15.375	0.2932	0.42912	3	12.955	0.10351	0.30375	6	9.6693	0.79916	0.91984
chondroitin sulfate A (GalNAc4S-GlcA) proteoglycan[g]	5	-10.369	0.88763	0.99976	16.212	0.19201	0.55687	10.486	0.42243	0.55769	0	NA	NA	NA	5	10.486	0.62822	0.85206
chondroitin sulfate B (IdoA2S-GalNAc4s), precursor 5[g]	6	-11.223	0.89895	0.99976	11.223	0.39985	0.77934	10.657	0.46466	0.60441	0	NA	NA	NA	6	10.657	0.72891	0.90563
chondroitin sulfate C (GalNAc6S-GlcA) and D (GlcNAc6S-GlcA2S), precursor 1[g]	8	5.6535	0.051432	0.73707	0.87382	0.84763	0.96733	18.532	0.1107	0.22796	4	17.068	0.036213	0.18682	4	9.1401	0.64261	0.86425
chondroitin sulfate C (GalNAc6S-GlcA), precursor 2[g]	6	9.4329	0.020552	0.59581	-7.2291	0.95632	0.98394	17.493	0.10426	0.22701	4	16.486	0.043439	0.18682	2	6.983	0.55887	0.7965
chondroitin sulfate C (GalNAc6S-GlcA), precursor 3[g]	8	3.3268	0.1084	0.74529	2.3561	0.80527	0.96733	17.579	0.14547	0.27834	4	14.728	0.072534	0.25959	4	10.132	0.55673	0.7965
chondroitin sulfate D (GlcNAc6S-GlcA2S) precursor 2[g]	5	8.5368	0.026007	0.66831	-6.1226	0.94277	0.98002	15.657	0.14073	0.26998	3	15.657	0.050011	0.2037	2	5.5808	0.67947	0.89537
chondroitin sulfate D (GlcNAc6S-GlcA2S), precursor 3[g]	6	9.4329	0.020552	0.59581	-7.2291	0.95632	0.98394	17.493	0.10426	0.22701	4	16.486	0.043439	0.18682	2	6.983	0.55887	0.7965
chondroitin sulfate D (GlcNAc6S-GlcA2S), precursor 4[g]	8	3.3268	0.1084	0.74529	2.3561	0.80527	0.96733	17.579	0.14547	0.27834	4	14.728	0.072534	0.25959	4	10.132	0.55673	0.7965
chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 5a[g]	5	-7.5931	0.77351	0.99976	7.5931	0.52969	0.89428	6.9327	0.65906	0.80784	0	NA	NA	NA	5	6.9327	0.86793	0.97358
chondroitin sulfate A (GalNAc4S-GlcA), free chain[l]	9	-13.85	0.95256	0.99976	31.268	0.009983	0.073297	15.824	0.26738	0.39766	2	2.362	0.54976	0.69266	7	16.68	0.31243	0.68231
chondroitin sulfate A (GalNAc4S-GlcA), degradation product 2[l]	10	-15.208	0.97202	0.99976	35.864	0.0024768	0.042582	17.24	0.23306	0.37767	2	2.362	0.54976	0.69266	8	18.094	0.26356	0.63481
chondroitin sulfate A (GalNAc4S-GlcA), degradation product 4[l]	9	-13.85	0.95256	0.99976	31.268	0.009983	0.073297	15.824	0.26738	0.39766	2	2.362	0.54976	0.69266	7	16.68	0.31243	0.68231
chondroitin sulfate A (GalNAc4S-GlcA), degradation product 5[l]	8	-11.989	0.91495	0.99976	30.464	0.011267	0.080582	14.115	0.32637	0.45391	2	2.362	0.54976	0.69266	6	14.935	0.35118	0.718
chondroitin sulfate B - dermatan sulfate (IdoA2S-GalNAc4S), free chain[l]	9	-13.85	0.95256	0.99976	31.268	0.009983	0.073297	15.824	0.26738	0.39766	2	2.362	0.54976	0.69266	7	16.68	0.31243	0.68231
chondroitin sulfate B - dermatan sulfate (IdoA2S-GalNAc4S), degradation product 2[l]	9	-7.7137	0.74148	0.99976	25.985	0.040881	0.19223	16.875	0.21183	0.35874	3	8.1085	0.28274	0.43058	6	14.935	0.35118	0.718
chondroitin sulfate C (GalNAc6S-GlcA), free chain[l]	7	-9.5926	0.8281	0.99976	29.433	0.016753	0.097945	24.018	0.012095	0.094452	2	10.894	0.13266	0.31023	5	21.529	0.016726	0.32381
chondroitin sulfate C (GalNAc6S-GlcA), degradation product 1[l]	7	-9.5926	0.8281	0.99976	29.433	0.016753	0.097945	24.018	0.012095	0.094452	2	10.894	0.13266	0.31023	5	21.529	0.016726	0.32381
chondroitin sulfate C (GalNAc6S-GlcA), degradation product 2[l]	5	-10.493	0.89153	0.99976	28.02	0.01518	0.097945	17.995	0.070052	0.17593	1	7.0426	0.26121	0.40617	4	16.597	0.095101	0.54572
chondroitin sulfate C (GalNAc6S-GlcA), degradation product 3[l]	9	-13.187	0.94061	0.99976	35.039	0.00302	0.044495	26.047	0.0090195	0.094452	2	10.894	0.13266	0.31023	7	23.712	0.020561	0.37063
chondroitin sulfate C (GalNAc6S-GlcA), degradation product 4[l]	7	-9.5926	0.8281	0.99976	29.433	0.016753	0.097945	24.018	0.012095	0.094452	2	10.894	0.13266	0.31023	5	21.529	0.016726	0.32381
chondroitin sulfate D (GlcNAc6S-GlcA2S), free chain[l]	7	-9.5926	0.8281	0.99976	29.433	0.016753	0.097945	24.018	0.012095	0.094452	2	10.894	0.13266	0.31023	5	21.529	0.016726	0.32381
chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 1[l]	7	-9.5926	0.8281	0.99976	29.433	0.016753	0.097945	24.018	0.012095	0.094452	2	10.894	0.13266	0.31023	5	21.529	0.016726	0.32381
chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 4[l]	9	-13.187	0.94061	0.99976	35.039	0.00302	0.044495	26.047	0.0090195	0.094452	2	10.894	0.13266	0.31023	7	23.712	0.020561	0.37063
chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 5[l]	7	-9.5926	0.8281	0.99976	29.433	0.016753	0.097945	24.018	0.012095	0.094452	2	10.894	0.13266	0.31023	5	21.529	0.016726	0.32381
chondroitin sulfate E (GalNAc4,6diS-GlcA), free chain[l]	9	-13.85	0.95256	0.99976	31.268	0.009983	0.073297	15.824	0.26738	0.39766	2	2.362	0.54976	0.69266	7	16.68	0.31243	0.68231
chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 1[l]	5	-10.616	0.89531	0.99976	22.407	0.060589	0.25612	20.328	0.030523	0.12984	1	8.3645	0.20109	0.35736	4	18.546	0.040256	0.43983
chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 3[l]	10	-15.208	0.97202	0.99976	35.864	0.0024768	0.042582	17.24	0.23306	0.37767	2	2.362	0.54976	0.69266	8	18.094	0.26356	0.63481
chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 2[l]	7	-9.5926	0.8281	0.99976	29.433	0.016753	0.097945	24.018	0.012095	0.094452	2	10.894	0.13266	0.31023	5	21.529	0.016726	0.32381
chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 4[l]	6	-12.698	0.93479	0.99976	28.698	0.017305	0.098821	19.509	0.054522	0.15062	1	7.0426	0.26121	0.40617	5	18.222	0.081996	0.54572
chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 5[l]	9	-13.386	0.94442	0.99976	26.529	0.03586	0.17421	16.622	0.22457	0.37627	2	3.2968	0.49574	0.64062	7	17.085	0.28148	0.63912
chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 6[l]	11	-12.603	0.91801	0.99976	32.369	0.0089402	0.069326	20.49	0.13172	0.25647	3	6.7579	0.35077	0.51118	8	19.888	0.14748	0.56704
hyaluronan degradation product 1[l]	5	-10.493	0.89153	0.99976	28.02	0.01518	0.097945	17.995	0.070052	0.17593	1	7.0426	0.26121	0.40617	4	16.597	0.095101	0.54572
keratan sulfate I biosynthesis, precursor 1[g]	8	-9.9596	0.84768	0.99976	19.197	0.15342	0.47421	18.269	0.11964	0.23781	2	7.5004	0.26727	0.41127	6	16.764	0.21001	0.63481
keratan sulfate I biosynthesis, precursor 2[g]	10	-5.3034	0.58811	0.99976	17.783	0.21802	0.57223	21.895	0.065732	0.1701	4	11.972	0.14516	0.31957	6	18.491	0.11375	0.54572
keratan sulfate I biosynthesis, precursor 3[g]	10	-5.3034	0.58811	0.99976	17.783	0.21802	0.57223	21.895	0.065732	0.1701	4	11.972	0.14516	0.31957	6	18.491	0.11375	0.54572
keratan sulfate I biosynthesis, precursor 4[g]	10	-8.1147	0.75866	0.99976	12.246	0.43768	0.79745	16.793	0.25659	0.39487	3	7.9001	0.29282	0.43753	7	14.899	0.46195	0.76336
keratan sulfate I biosynthesis, precursor 5[g]	8	-5.1712	0.58373	0.99976	14.505	0.30945	0.71837	17.448	0.15076	0.28235	3	9.4758	0.22108	0.37793	5	14.73	0.26897	0.63481
keratan sulfate I biosynthesis, precursor 6[g]	10	-5.3034	0.58811	0.99976	17.783	0.21802	0.57223	21.895	0.065732	0.1701	4	11.972	0.14516	0.31957	6	18.491	0.11375	0.54572
keratan sulfate I biosynthesis, precursor 7[g]	10	-8.1147	0.75866	0.99976	12.246	0.43768	0.79745	16.793	0.25659	0.39487	3	7.9001	0.29282	0.43753	7	14.899	0.46195	0.76336
keratan sulfate I biosynthesis, precursor 8[g]	8	-5.1712	0.58373	0.99976	14.505	0.30945	0.71837	17.448	0.15076	0.28235	3	9.4758	0.22108	0.37793	5	14.73	0.26897	0.63481
keratan sulfate I biosynthesis, precursor 9[g]	10	-5.3034	0.58811	0.99976	17.783	0.21802	0.57223	21.895	0.065732	0.1701	4	11.972	0.14516	0.31957	6	18.491	0.11375	0.54572
keratan sulfate I biosynthesis, precursor 10[g]	10	-8.1147	0.75866	0.99976	12.246	0.43768	0.79745	16.793	0.25659	0.39487	3	7.9001	0.29282	0.43753	7	14.899	0.46195	0.76336
keratan sulfate I biosynthesis, precursor 11[g]	8	-5.1712	0.58373	0.99976	14.505	0.30945	0.71837	17.448	0.15076	0.28235	3	9.4758	0.22108	0.37793	5	14.73	0.26897	0.63481
keratan sulfate I biosynthesis, precursor 12[g]	10	-5.3034	0.58811	0.99976	17.783	0.21802	0.57223	21.895	0.065732	0.1701	4	11.972	0.14516	0.31957	6	18.491	0.11375	0.54572
keratan sulfate I biosynthesis, precursor 13[g]	10	-8.1147	0.75866	0.99976	12.246	0.43768	0.79745	16.793	0.25659	0.39487	3	7.9001	0.29282	0.43753	7	14.899	0.46195	0.76336
keratan sulfate I biosynthesis, precursor 14[g]	8	-5.1712	0.58373	0.99976	14.505	0.30945	0.71837	17.448	0.15076	0.28235	3	9.4758	0.22108	0.37793	5	14.73	0.26897	0.63481
keratan sulfate I biosynthesis, precursor 15[g]	10	-5.3034	0.58811	0.99976	17.783	0.21802	0.57223	21.895	0.065732	0.1701	4	11.972	0.14516	0.31957	6	18.491	0.11375	0.54572
keratan sulfate I biosynthesis, precursor 16[g]	10	-8.1147	0.75866	0.99976	12.246	0.43768	0.79745	16.793	0.25659	0.39487	3	7.9001	0.29282	0.43753	7	14.899	0.46195	0.76336
keratan sulfate I biosynthesis, precursor 17[g]	8	-5.1712	0.58373	0.99976	14.505	0.30945	0.71837	17.448	0.15076	0.28235	3	9.4758	0.22108	0.37793	5	14.73	0.26897	0.63481
keratan sulfate I biosynthesis, precursor 18[g]	10	-5.3034	0.58811	0.99976	17.783	0.21802	0.57223	21.895	0.065732	0.1701	4	11.972	0.14516	0.31957	6	18.491	0.11375	0.54572
keratan sulfate I biosynthesis, precursor 19[g]	10	-8.1147	0.75866	0.99976	12.246	0.43768	0.79745	16.793	0.25659	0.39487	3	7.9001	0.29282	0.43753	7	14.899	0.46195	0.76336
keratan sulfate I biosynthesis, precursor 20[g]	8	-5.1712	0.58373	0.99976	14.505	0.30945	0.71837	17.448	0.15076	0.28235	3	9.4758	0.22108	0.37793	5	14.73	0.26897	0.63481
keratan sulfate I biosynthesis, precursor 21[g]	10	-5.3034	0.58811	0.99976	17.783	0.21802	0.57223	21.895	0.065732	0.1701	4	11.972	0.14516	0.31957	6	18.491	0.11375	0.54572
keratan sulfate I biosynthesis, precursor 22[g]	10	-8.1147	0.75866	0.99976	12.246	0.43768	0.79745	16.793	0.25659	0.39487	3	7.9001	0.29282	0.43753	7	14.899	0.46195	0.76336
keratan sulfate I biosynthesis, precursor 23[g]	8	-5.1712	0.58373	0.99976	14.505	0.30945	0.71837	17.448	0.15076	0.28235	3	9.4758	0.22108	0.37793	5	14.73	0.26897	0.63481
keratan sulfate I biosynthesis, precursor 24[g]	10	-5.3034	0.58811	0.99976	17.783	0.21802	0.57223	21.895	0.065732	0.1701	4	11.972	0.14516	0.31957	6	18.491	0.11375	0.54572
keratan sulfate I biosynthesis, precursor 25[g]	10	-8.1147	0.75866	0.99976	12.246	0.43768	0.79745	16.793	0.25659	0.39487	3	7.9001	0.29282	0.43753	7	14.899	0.46195	0.76336
keratan sulfate I biosynthesis, precursor 26[g]	8	-5.1712	0.58373	0.99976	14.505	0.30945	0.71837	17.448	0.15076	0.28235	3	9.4758	0.22108	0.37793	5	14.73	0.26897	0.63481
keratan sulfate I biosynthesis, precursor 27[g]	10	-5.3034	0.58811	0.99976	17.783	0.21802	0.57223	21.895	0.065732	0.1701	4	11.972	0.14516	0.31957	6	18.491	0.11375	0.54572
keratan sulfate I biosynthesis, precursor 28[g]	10	-8.1147	0.75866	0.99976	12.246	0.43768	0.79745	16.793	0.25659	0.39487	3	7.9001	0.29282	0.43753	7	14.899	0.46195	0.76336
keratan sulfate I biosynthesis, precursor 29[g]	8	-5.1712	0.58373	0.99976	14.505	0.30945	0.71837	17.448	0.15076	0.28235	3	9.4758	0.22108	0.37793	5	14.73	0.26897	0.63481
keratan sulfate I biosynthesis, precursor 30[g]	10	-5.3034	0.58811	0.99976	17.783	0.21802	0.57223	21.895	0.065732	0.1701	4	11.972	0.14516	0.31957	6	18.491	0.11375	0.54572
keratan sulfate I biosynthesis, precursor 31[g]	10	-8.1147	0.75866	0.99976	12.246	0.43768	0.79745	16.793	0.25659	0.39487	3	7.9001	0.29282	0.43753	7	14.899	0.46195	0.76336
keratan sulfate I biosynthesis, precursor 32[g]	8	-5.1712	0.58373	0.99976	14.505	0.30945	0.71837	17.448	0.15076	0.28235	3	9.4758	0.22108	0.37793	5	14.73	0.26897	0.63481
keratan sulfate I biosynthesis, precursor 33[g]	10	-5.3034	0.58811	0.99976	17.783	0.21802	0.57223	21.895	0.065732	0.1701	4	11.972	0.14516	0.31957	6	18.491	0.11375	0.54572
keratan sulfate I biosynthesis, precursor 34[g]	10	-8.1147	0.75866	0.99976	12.246	0.43768	0.79745	16.793	0.25659	0.39487	3	7.9001	0.29282	0.43753	7	14.899	0.46195	0.76336
keratan sulfate I biosynthesis, precursor 35[g]	8	-5.1712	0.58373	0.99976	14.505	0.30945	0.71837	17.448	0.15076	0.28235	3	9.4758	0.22108	0.37793	5	14.73	0.26897	0.63481
keratan sulfate I biosynthesis, precursor 36[g]	7	-1.9442	0.37242	0.98805	16.858	0.2218	0.57667	19.268	0.072212	0.17942	3	12.232	0.12318	0.30759	4	14.897	0.17671	0.60467
keratan sulfate II biosynthesis, precursor 1[g]	7	-9.5795	0.82755	0.99976	29.433	0.01675	0.097945	22.059	0.02703	0.1276	2	9.4302	0.18371	0.33424	5	20.137	0.034586	0.42638
keratan sulfate II biosynthesis, precursor 2[g]	10	-5.3034	0.58811	0.99976	17.783	0.21802	0.57223	21.895	0.065732	0.1701	4	11.972	0.14516	0.31957	6	18.491	0.11375	0.54572
keratan sulfate II biosynthesis, precursor 3[g]	10	-5.3034	0.58811	0.99976	17.783	0.21802	0.57223	21.895	0.065732	0.1701	4	11.972	0.14516	0.31957	6	18.491	0.11375	0.54572
keratan sulfate II biosynthesis, precursor 4[g]	10	-5.3034	0.58811	0.99976	17.783	0.21802	0.57223	21.895	0.065732	0.1701	4	11.972	0.14516	0.31957	6	18.491	0.11375	0.54572
keratan sulfate II biosynthesis, precursor 5[g]	10	-8.1147	0.75866	0.99976	12.246	0.43768	0.79745	16.793	0.25659	0.39487	3	7.9001	0.29282	0.43753	7	14.899	0.46195	0.76336
keratan sulfate II biosynthesis, precursor 6[g]	8	-5.1712	0.58373	0.99976	14.505	0.30945	0.71837	17.448	0.15076	0.28235	3	9.4758	0.22108	0.37793	5	14.73	0.26897	0.63481
keratan sulfate II biosynthesis, precursor 7[g]	10	-5.3034	0.58811	0.99976	17.783	0.21802	0.57223	21.895	0.065732	0.1701	4	11.972	0.14516	0.31957	6	18.491	0.11375	0.54572
keratan sulfate II biosynthesis, precursor 8[g]	10	-8.1147	0.75866	0.99976	12.246	0.43768	0.79745	16.793	0.25659	0.39487	3	7.9001	0.29282	0.43753	7	14.899	0.46195	0.76336
keratan sulfate II biosynthesis, precursor 9[g]	8	-5.1712	0.58373	0.99976	14.505	0.30945	0.71837	17.448	0.15076	0.28235	3	9.4758	0.22108	0.37793	5	14.73	0.26897	0.63481
keratan sulfate II biosynthesis, precursor 10[g]	7	-1.9442	0.37242	0.98805	16.858	0.2218	0.57667	19.268	0.072212	0.17942	3	12.232	0.12318	0.30759	4	14.897	0.17671	0.60467
keratan sulfate II (core 4-linked), biosynthesis, precursor 1[g]	7	-9.5795	0.82755	0.99976	29.433	0.01675	0.097945	22.059	0.02703	0.1276	2	9.4302	0.18371	0.33424	5	20.137	0.034586	0.42638
keratan sulfate II (core 4-linked), biosynthesis, precursor 2[g]	9	-12.127	0.91669	0.99976	25.19	0.049232	0.22573	20.706	0.073042	0.18097	2	7.5004	0.26727	0.41127	7	19.469	0.13458	0.54802
keratan sulfate II (core 4-linked), biosynthesis, precursor 3[g]	10	-5.3034	0.58811	0.99976	17.783	0.21802	0.57223	21.895	0.065732	0.1701	4	11.972	0.14516	0.31957	6	18.491	0.11375	0.54572
keratan sulfate II (core 4-linked), biosynthesis, precursor 4[g]	10	-5.3034	0.58811	0.99976	17.783	0.21802	0.57223	21.895	0.065732	0.1701	4	11.972	0.14516	0.31957	6	18.491	0.11375	0.54572
keratan sulfate II (core 4-linked), biosynthesis, precursor 5[g]	10	-8.1147	0.75866	0.99976	12.246	0.43768	0.79745	16.793	0.25659	0.39487	3	7.9001	0.29282	0.43753	7	14.899	0.46195	0.76336
keratan sulfate II (core 4-linked), biosynthesis, precursor 6[g]	8	-5.1712	0.58373	0.99976	14.505	0.30945	0.71837	17.448	0.15076	0.28235	3	9.4758	0.22108	0.37793	5	14.73	0.26897	0.63481
keratan sulfate II (core 4-linked), biosynthesis, precursor 7[g]	10	-5.3034	0.58811	0.99976	17.783	0.21802	0.57223	21.895	0.065732	0.1701	4	11.972	0.14516	0.31957	6	18.491	0.11375	0.54572
keratan sulfate II (core 4-linked), biosynthesis, precursor 8[g]	10	-8.1147	0.75866	0.99976	12.246	0.43768	0.79745	16.793	0.25659	0.39487	3	7.9001	0.29282	0.43753	7	14.899	0.46195	0.76336
keratan sulfate II (core 4-linked), biosynthesis, precursor 9[g]	8	-5.1712	0.58373	0.99976	14.505	0.30945	0.71837	17.448	0.15076	0.28235	3	9.4758	0.22108	0.37793	5	14.73	0.26897	0.63481
keratan sulfate II (core 4-linked), biosynthesis, precursor 10[g]	7	-1.9442	0.37242	0.98805	16.858	0.2218	0.57667	19.268	0.072212	0.17942	3	12.232	0.12318	0.30759	4	14.897	0.17671	0.60467
keratan sulfate I, degradation product 3[l]	5	-10.871	0.90283	0.99976	28.504	0.013263	0.090648	21.059	0.022878	0.1276	1	8.3645	0.20109	0.35736	4	19.362	0.026731	0.38901
keratan sulfate I, degradation product 6[l]	8	-11.876	0.91192	0.99976	35.053	0.0026011	0.042582	25.811	0.0062723	0.094452	2	10.894	0.13266	0.31023	6	23.513	0.0088656	0.32381
keratan sulfate I, degradation product 8[l]	7	-9.5926	0.8281	0.99976	29.433	0.016753	0.097945	24.018	0.012095	0.094452	2	10.894	0.13266	0.31023	5	21.529	0.016726	0.32381
keratan sulfate I, degradation product 9[l]	8	-11.876	0.91192	0.99976	35.053	0.0026011	0.042582	25.811	0.0062723	0.094452	2	10.894	0.13266	0.31023	6	23.513	0.0088656	0.32381
keratan sulfate I, degradation product 11[l]	7	-9.5926	0.8281	0.99976	29.433	0.016753	0.097945	24.018	0.012095	0.094452	2	10.894	0.13266	0.31023	5	21.529	0.016726	0.32381
keratan sulfate I, degradation product 12[l]	8	-11.876	0.91192	0.99976	35.053	0.0026011	0.042582	25.811	0.0062723	0.094452	2	10.894	0.13266	0.31023	6	23.513	0.0088656	0.32381
keratan sulfate I, degradation product 14[l]	7	-9.5926	0.8281	0.99976	29.433	0.016753	0.097945	24.018	0.012095	0.094452	2	10.894	0.13266	0.31023	5	21.529	0.016726	0.32381
keratan sulfate I, degradation product 15[l]	8	-11.876	0.91192	0.99976	35.053	0.0026011	0.042582	25.811	0.0062723	0.094452	2	10.894	0.13266	0.31023	6	23.513	0.0088656	0.32381
keratan sulfate I, degradation product 17[l]	7	-9.5926	0.8281	0.99976	29.433	0.016753	0.097945	24.018	0.012095	0.094452	2	10.894	0.13266	0.31023	5	21.529	0.016726	0.32381
keratan sulfate I, degradation product 18[l]	8	-11.876	0.91192	0.99976	35.053	0.0026011	0.042582	25.811	0.0062723	0.094452	2	10.894	0.13266	0.31023	6	23.513	0.0088656	0.32381
keratan sulfate I, degradation product 20[l]	7	-9.5926	0.8281	0.99976	29.433	0.016753	0.097945	24.018	0.012095	0.094452	2	10.894	0.13266	0.31023	5	21.529	0.016726	0.32381
keratan sulfate I, degradation product 21[l]	8	-11.876	0.91192	0.99976	35.053	0.0026011	0.042582	25.811	0.0062723	0.094452	2	10.894	0.13266	0.31023	6	23.513	0.0088656	0.32381
keratan sulfate I, degradation product 23[l]	7	-9.5926	0.8281	0.99976	29.433	0.016753	0.097945	24.018	0.012095	0.094452	2	10.894	0.13266	0.31023	5	21.529	0.016726	0.32381
keratan sulfate I, degradation product 24[l]	8	-11.876	0.91192	0.99976	35.053	0.0026011	0.042582	25.811	0.0062723	0.094452	2	10.894	0.13266	0.31023	6	23.513	0.0088656	0.32381
keratan sulfate I, degradation product 26[l]	7	-9.5926	0.8281	0.99976	29.433	0.016753	0.097945	24.018	0.012095	0.094452	2	10.894	0.13266	0.31023	5	21.529	0.016726	0.32381
keratan sulfate I, degradation product 27[l]	8	-11.876	0.91192	0.99976	35.053	0.0026011	0.042582	25.811	0.0062723	0.094452	2	10.894	0.13266	0.31023	6	23.513	0.0088656	0.32381
keratan sulfate I, degradation product 29[l]	7	-9.5926	0.8281	0.99976	29.433	0.016753	0.097945	24.018	0.012095	0.094452	2	10.894	0.13266	0.31023	5	21.529	0.016726	0.32381
keratan sulfate I, degradation product 30[l]	8	-11.876	0.91192	0.99976	35.053	0.0026011	0.042582	25.811	0.0062723	0.094452	2	10.894	0.13266	0.31023	6	23.513	0.0088656	0.32381
keratan sulfate I, degradation product 32[l]	7	-9.5926	0.8281	0.99976	29.433	0.016753	0.097945	24.018	0.012095	0.094452	2	10.894	0.13266	0.31023	5	21.529	0.016726	0.32381
keratan sulfate I, degradation product 33[l]	8	-11.876	0.91192	0.99976	35.053	0.0026011	0.042582	25.811	0.0062723	0.094452	2	10.894	0.13266	0.31023	6	23.513	0.0088656	0.32381
keratan sulfate I, degradation product 35[l]	7	-9.5926	0.8281	0.99976	29.433	0.016753	0.097945	24.018	0.012095	0.094452	2	10.894	0.13266	0.31023	5	21.529	0.016726	0.32381
keratan sulfate I, degradation product 36[l]	8	-11.876	0.91192	0.99976	35.053	0.0026011	0.042582	25.811	0.0062723	0.094452	2	10.894	0.13266	0.31023	6	23.513	0.0088656	0.32381
keratan sulfate I, degradation product 38[l]	7	-9.5926	0.8281	0.99976	29.433	0.016753	0.097945	24.018	0.012095	0.094452	2	10.894	0.13266	0.31023	5	21.529	0.016726	0.32381
keratan sulfate I, degradation product 39[l]	7	-9.5926	0.8281	0.99976	29.433	0.016753	0.097945	24.018	0.012095	0.094452	2	10.894	0.13266	0.31023	5	21.529	0.016726	0.32381
keratan sulfate I, degradation product 40[l]	7	-9.5926	0.8281	0.99976	29.433	0.016753	0.097945	24.018	0.012095	0.094452	2	10.894	0.13266	0.31023	5	21.529	0.016726	0.32381
keratan sulfate I, degradation product 41[l]	7	-9.5926	0.8281	0.99976	29.433	0.016753	0.097945	24.018	0.012095	0.094452	2	10.894	0.13266	0.31023	5	21.529	0.016726	0.32381
keratan sulfate II (core 2-linked), degradation product 3[l]	8	-11.876	0.91192	0.99976	35.053	0.0026011	0.042582	25.811	0.0062723	0.094452	2	10.894	0.13266	0.31023	6	23.513	0.0088656	0.32381
keratan sulfate II (core 2-linked), degradation product 5[l]	7	-9.5926	0.8281	0.99976	29.433	0.016753	0.097945	24.018	0.012095	0.094452	2	10.894	0.13266	0.31023	5	21.529	0.016726	0.32381
keratan sulfate II (core 2-linked), degradation product 6[l]	8	-11.876	0.91192	0.99976	35.053	0.0026011	0.042582	25.811	0.0062723	0.094452	2	10.894	0.13266	0.31023	6	23.513	0.0088656	0.32381
